"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"svchost","0","332","2203440472064","21393408","22335488","12232",,,,,,,,,,"Process",,,"8",,,,,"3424",".",,,,"12232","12232","22335488","22335488","93424","93424","34062336","34062336","36974592","36974592","2203458412544","140189696",,,"22335488","22335488","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","332","2203440472064","122249216","False",,,,"21393408","21393408",,,,,,"0","","True",,
"svchost","0","615","2203430461440","15310848","4947968","16840",,,,,,,,,,"Process",,,"8",,,,,"3452",".",,,,"16840","16840","4947968","4947968","131408","131408","5226496","5226496","15872000","15872000","2203434655744","116432896",,,"4947968","4947968","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","615","2203430461440","112238592","False",,,,"15310848","15310848",,,,,,"0","","True",,
"svchost","0","160","2203391868928","6529024","1540096","9368",,,,,,,,,,"Process",,,"8",,,,,"3480",".",,,,"9368","9368","1540096","1540096","65296","65296","1748992","1748992","7200768","7200768","2203399520256","81297408",,,"1540096","1540096","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","160","2203391868928","73646080","False",,,,"6529024","6529024",,,,,,"0","","True",,
"svchost","0","161","2203392704512","6131712","1724416","9208",,,,,,,,,,"Process",,,"8",,,,,"3604",".",,,,"9208","9208","1724416","1724416","74528","74528","2596864","2596864","7380992","7380992","2203403755520","85532672",,,"1724416","1724416","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","161","2203392704512","74481664","False",,,,"6131712","6131712",,,,,,"0","","True",,
"svchost","0","558","2203479711744","20967424","13557760","29144",,,,,,,,,,"Process",,,"8",,,,,"3636",".",,,,"29144","29144","13557760","13557760","190984","190984","13676544","13676544","24793088","24793088","2203491287040","173064192",,,"13557760","13557760","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","558","2203479711744","161488896","False",,,,"20967424","20967424",,,,,,"0","","True",,
"svchost","0","269","2203441348608","12582912","3567616","16856",,,,,,,,,,"Process",,,"8",,,,,"3660",".",,,,"16856","16856","3567616","3567616","136912","136912","4583424","4583424","16326656","16326656","2203454980096","136757248",,,"3567616","3567616","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","269","2203441348608","123125760","False",,,,"12582912","12582912",,,,,,"0","","True",,
"svchost","0","452","2203455737856","16605184","15589376","35848",,,,,,,,,,"Process",,,"8",,,,,"3740",".",,,,"35848","35848","15589376","15589376","123872","123872","20328448","20328448","30531584","30531584","2203482378240","164155392",,,"15589376","15589376","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","452","2203455737856","137515008","False",,,,"16605184","16605184",,,,,,"0","","True",,
"svchost","0","180","2203403866112","7061504","2043904","11496",,,,,,,,,,"Process",,,"8",,,,,"3792",".",,,,"11496","11496","2043904","2043904","84536","84536","2355200","2355200","8503296","8503296","2203411210240","92987392",,,"2043904","2043904","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","180","2203403866112","85643264","False",,,,"7061504","7061504",,,,,,"0","","True",,
"svchost","0","252","2203418451968","13590528","3506176","16288",,,,,,,,,,"Process",,,"8",,,,,"3808",".",,,,"16288","16288","3506176","3506176","112320","112320","4976640","4976640","14548992","14548992","2203431034880","112812032",,,"3506176","3506176","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","252","2203418451968","100229120","False",,,,"13590528","13590528",,,,,,"0","","True",,
"svchost","0","113","2203386957824","5136384","1187840","7880",,,,,,,,,,"Process",,,"8",,,,,"4004",".",,,,"7880","7880","1187840","1187840","63000","63000","1409024","1409024","6082560","6082560","2203390103552","71880704",,,"1187840","1187840","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","113","2203386957824","68734976","False",,,,"5136384","5136384",,,,,,"0","","True",,
"svchost","0","653","2203528785920","38625280","24256512","33728",,,,,,,,,,"Process",,,"8",,,,,"4012",".",,,,"33728","33728","24256512","24256512","231928","231928","49713152","49713152","72900608","72900608","2203580710912","262488064",,,"24256512","24256512","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","653","2203528785920","210563072","False",,,,"38625280","38625280",,,,,,"0","","True",,
"svchost","0","391","2203597119488","48668672","44945408","25320",,,,,,,,,,"Process",,,"8",,,,,"4028",".",,,,"25320","25320","44945408","44945408","152416","152416","74260480","74260480","72835072","72835072","2203757637632","439414784",,,"44945408","44945408","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","391","2203597119488","278896640","False",,,,"48668672","48668672",,,,,,"0","","True",,
"svchost","0","280","2203408945152","7356416","3076096","16096",,,,,,,,,,"Process",,,"8",,,,,"4068",".",,,,"16096","16096","3076096","3076096","92200","92200","3309568","3309568","8790016","8790016","2203411046400","92823552",,,"3076096","3076096","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","280","2203408945152","90722304","False",,,,"7356416","7356416",,,,,,"0","","True",,
"svchost","0","466","2203633299456","17977344","30785536","31792",,,,,,,,,,"Process",,,"8",,,,,"4080",".",,,,"31792","31792","30785536","30785536","143504","143504","74833920","74833920","84725760","84725760","2204222554112","904331264",,,"30785536","30785536","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","466","2203633299456","315076608","False",,,,"17977344","17977344",,,,,,"0","","True",,
"svchost","0","371","2203412226048","10272768","3190784","21728",,,,,,,,,,"Process",,,"8",,,,,"4120",".",,,,"21728","21728","3190784","3190784","104024","104024","3878912","3878912","11722752","11722752","2203426770944","108548096",,,"3190784","3190784","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","371","2203412226048","94003200","False",,,,"10272768","10272768",,,,,,"0","","True",,
"svchost","0","474","2203464003584","22368256","7090176","28000",,,,,,,,,,"Process",,,"8",,,,,"4260",".",,,,"28000","28000","7090176","7090176","189440","189440","7839744","7839744","23764992","23764992","2203483934720","165711872",,,"7090176","7090176","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","474","2203464003584","145780736","False",,,,"22368256","22368256",,,,,,"0","","True",,
"svchost","0","151","2203392659456","5935104","1687552","43472",,,,,,,,,,"Process",,,"8",,,,,"4304",".",,,,"43472","43472","1687552","1687552","73816","73816","2101248","2101248","7557120","7557120","2203402100736","83877888",,,"1687552","1687552","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","151","2203392659456","74436608","False",,,,"5935104","5935104",,,,,,"0","","True",,
"svchost","0","201","2203408695296","8413184","2473984","13056",,,,,,,,,,"Process",,,"8",,,,,"4380",".",,,,"13056","13056","2473984","2473984","91344","91344","2752512","2752512","9797632","9797632","2203415011328","96788480",,,"2473984","2473984","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","201","2203408695296","90472448","False",,,,"8413184","8413184",,,,,,"0","","True",,
"svchost","0","211","2203429642240","10268672","2555904","13008",,,,,,,,,,"Process",,,"8",,,,,"4424",".",,,,"13008","13008","2555904","2555904","108000","108000","3993600","3993600","11558912","11558912","2203435290624","117067776",,,"2555904","2555904","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","211","2203429642240","111419392","False",,,,"10268672","10268672",,,,,,"0","","True",,
"svchost","0","129","2203388792832","4943872","1552384","8192",,,,,,,,,,"Process",,,"8",,,,,"4528",".",,,,"8192","8192","1552384","1552384","61432","61432","1617920","1617920","5988352","5988352","2203392987136","74764288",,,"1552384","1552384","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","129","2203388792832","70569984","False",,,,"4943872","4943872",,,,,,"0","","True",,
"svchost","0","418","2203462074368","18243584","8331264","17912",,,,,,,,,,"Process",,,"8",,,,,"4620",".",,,,"17912","17912","8331264","8331264","118776","118776","13303808","13303808","23457792","23457792","2203481554944","163332096",,,"8331264","8331264","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","418","2203462074368","143851520","False",,,,"18243584","18243584",,,,,,"0","","True",,
"svchost","0","407","2203437035520","17805312","5029888","20104",,,,,,,,,,"Process",,,"8",,,,,"4660",".",,,,"20104","20104","5029888","5029888","163808","163808","5971968","5971968","20463616","20463616","2203459911680","141688832",,,"5029888","5029888","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","407","2203437035520","118812672","False",,,,"17805312","17805312",,,,,,"0","","True",,
"svchost","0","402","2203447513088","13533184","6029312","16608",,,,,,,,,,"Process",,,"8",,,,,"4848",".",,,,"16608","16608","6029312","6029312","128568","128568","7122944","7122944","45658112","45658112","2203734851584","416628736",,,"6029312","6029312","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","402","2203447513088","129290240","False",,,,"13533184","13533184",,,,,,"0","","True",,
"svchost","0","127","2203388620800","6123520","1564672","8968",,,,,,,,,,"Process",,,"8",,,,,"4948",".",,,,"8968","8968","1564672","1564672","66504","66504","1794048","1794048","7540736","7540736","2203393863680","75640832",,,"1564672","1564672","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","127","2203388620800","70397952","False",,,,"6123520","6123520",,,,,,"0","","True",,
"svchost","0","309","2203465916416","23089152","7081984","15904",,,,,,,,,,"Process",,,"8",,,,,"5372",".",,,,"15904","15904","7081984","7081984","172064","172064","9318400","9318400","25866240","25866240","2203508285440","190062592",,,"7081984","7081984","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","309","2203465916416","147693568","False",,,,"23089152","23089152",,,,,,"0","","True",,
"svchost","0","419","2203423141888","12091392","3751936","25456",,,,,,,,,,"Process",,,"8",,,,,"5436",".",,,,"25456","25456","3751936","3751936","129392","129392","4153344","4153344","14057472","14057472","2203427725312","109502464",,,"3751936","3751936","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","419","2203423141888","104919040","False",,,,"12091392","12091392",,,,,,"0","","True",,
"svchost","0","134","2203390726144","5873664","1404928","9152",,,,,,,,,,"Process",,,"8",,,,,"5788",".",,,,"9152","9152","1404928","1404928","70200","70200","1818624","1818624","7024640","7024640","2203400163328","81940480",,,"1404928","1404928","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","134","2203390726144","72503296","False",,,,"5873664","5873664",,,,,,"0","","True",,
"svchost","1","522","2203504586752","32899072","9252864","22664","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService",,"Microsoft Corporation","19.28125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6400","8",,"False","11/20/2023 12:50:08 PM",,"5920",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22664","22664","9252864","9252864","299736","299736","11141120","11141120","36225024","36225024","2203520856064","202633216","True","Normal","9252864","9252864","svchost","255","1",,"System.Diagnostics.ProcessThreadCollection","522","2203504586752","186363904","False",,,,"32899072","32899072",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:02.2968750","00:00:19.2812500","00:00:16.9843750","0","","True",,
"svchost","1","141","2203415781376","8339456","2088960","9512","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s webthreatdefusersvc",,"Microsoft Corporation","0.234375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3468","8",,"False","11/20/2023 12:50:08 PM",,"6260",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9512","9512","2088960","2088960","118464","118464","2523136","2523136","9396224","9396224","2203422609408","104386560","True","Normal","2088960","2088960","svchost","255","1",,"System.Diagnostics.ProcessThreadCollection","141","2203415781376","97558528","False",,,,"8339456","8339456",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0625000","00:00:00.2343750","00:00:00.1718750","0","","True",,
"svchost","0","158","2203392983040","6664192","1736704","10888",,,,,,,,,,"Process",,,"8",,,,,"6752",".",,,,"10888","10888","1736704","1736704","64000","64000","3907584","3907584","10162176","10162176","2203399274496","81051648",,,"1736704","1736704","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","158","2203392983040","74760192","False",,,,"6664192","6664192",,,,,,"0","","True",,
"svchost","0","258","2203399962624","8183808","2752512","12136",,,,,,,,,,"Process",,,"8",,,,,"6888",".",,,,"12136","12136","2752512","2752512","87640","87640","3031040","3031040","9068544","9068544","2203404410880","86188032",,,"2752512","2752512","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","258","2203399962624","81739776","False",,,,"8183808","8183808",,,,,,"0","","True",,
"svchost","0","326","2203419357184","15237120","4403200","16688",,,,,,,,,,"Process",,,"8",,,,,"7084",".",,,,"16688","16688","4403200","4403200","127144","127144","5914624","5914624","23461888","23461888","2203453337600","135114752",,,"4403200","4403200","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","326","2203419357184","101134336","False",,,,"15237120","15237120",,,,,,"0","","True",,
"svchost","1","494","2203491151872","28766208","12677120","20072","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc",,"Microsoft Corporation","11.4375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6224","8",,"False","11/20/2023 12:50:08 PM",,"7176",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20072","20072","12677120","12677120","224600","224600","15368192","15368192","35553280","35553280","2203499761664","181538816","True","Normal","12677120","12677120","svchost","255","1",,"System.Diagnostics.ProcessThreadCollection","494","2203491151872","172929024","False",,,,"28766208","28766208",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:05.3125000","00:00:11.4375000","00:00:06.1250000","0","","True",,
"svchost","0","217","2203400802304","6328320","2027520","15960",,,,,,,,,,"Process",,,"8",,,,,"7660",".",,,,"15960","15960","2027520","2027520","90416","90416","2875392","2875392","8036352","8036352","2203418628096","100405248",,,"2027520","2027520","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","217","2203400802304","82579456","False",,,,"6328320","6328320",,,,,,"0","","True",,
"svchost","0","208","2203424870400","10940416","2588672","13736",,,,,,,,,,"Process",,,"8",,,,,"7700",".",,,,"13736","13736","2588672","2588672","118672","118672","3059712","3059712","12128256","12128256","2203432206336","113983488",,,"2588672","2588672","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","208","2203424870400","106647552","False",,,,"10940416","10940416",,,,,,"0","","True",,
"svchost","0","116","2203389890560","5611520","1277952","8272",,,,,,,,,,"Process",,,"8",,,,,"8032",".",,,,"8272","8272","1277952","1277952","59992","59992","1495040","1495040","6213632","6213632","2203393036288","74813440",,,"1277952","1277952","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","116","2203389890560","71667712","False",,,,"5611520","5611520",,,,,,"0","","True",,
"svchost","0","213","2203415789568","12304384","3096576","11960",,,,,,,,,,"Process",,,"8",,,,,"8132",".",,,,"11960","11960","3096576","3096576","117024","117024","5484544","5484544","14811136","14811136","2203432288256","114065408",,,"3096576","3096576","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","213","2203415789568","97566720","False",,,,"12304384","12304384",,,,,,"0","","True",,
"svchost","0","253","2203430903808","15208448","16809984","15016",,,,,,,,,,"Process",,,"8",,,,,"9068",".",,,,"15016","15016","16809984","16809984","106688","106688","17375232","17375232","19042304","19042304","2203436969984","118747136",,,"16809984","16809984","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","253","2203430903808","112680960","False",,,,"15208448","15208448",,,,,,"0","","True",,
"svchost","0","420","2203404423168","8888320","3059712","13096",,,,,,,,,,"Process",,,"8",,,,,"9112",".",,,,"13096","13096","3059712","3059712","88680","88680","3514368","3514368","10104832","10104832","2203422248960","104026112",,,"3059712","3059712","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","420","2203404423168","86200320","False",,,,"8888320","8888320",,,,,,"0","","True",,
"svchost","1","517","2203554414592","36081664","9146368","24880","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc",,"Microsoft Corporation","4.671875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4932","8",,"False","11/20/2023 12:50:18 PM",,"9228",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24880","24880","9146368","9146368","300296","300296","93646848","93646848","104091648","104091648","2203648413696","330190848","True","Normal","9146368","9146368","svchost","255","1",,"System.Diagnostics.ProcessThreadCollection","517","2203554414592","236191744","False",,,,"36081664","36081664",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:02.2187500","00:00:04.6718750","00:00:02.4531250","0","","True",,
"svchost","0","204","2203689742336","10321920","7467008","16584",,,,,,,,,,"Process",,,"8",,,,,"9504",".",,,,"16584","16584","7467008","7467008","103696","103696","9187328","9187328","12341248","12341248","2203709665280","391442432",,,"7467008","7467008","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","204","2203689742336","371519488","False",,,,"10321920","10321920",,,,,,"0","","True",,
"svchost","1","268","2203454345216","15925248","3325952","14816","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UdkSvcGroup -s UdkUserSvc",,"Microsoft Corporation","1.328125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1584","8",,"False","11/20/2023 12:50:19 PM",,"10704",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14816","14816","3325952","3325952","195512","195512","3833856","3833856","17027072","17027072","2203461115904","142893056","True","Normal","3325952","3325952","svchost","255","1",,"System.Diagnostics.ProcessThreadCollection","268","2203454345216","136122368","False",,,,"15925248","15925248",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.7968750","00:00:01.3281250","00:00:00.5312500","0","","True",,
"svchost","0","437","2203483340800","20013056","7176192","23520",,,,,,,,,,"Process",,,"8",,,,,"12236",".",,,,"23520","23520","7176192","7176192","150128","150128","35188736","35188736","48459776","48459776","2203498098688","179875840",,,"7176192","7176192","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","437","2203483340800","165117952","False",,,,"20013056","20013056",,,,,,"0","","True",,
"svchost","1","140","2203419119616","9203712","1773568","9104","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k DevicesFlow -s DevicesFlowUserSvc",,"Microsoft Corporation","0.109375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4320","8",,"False","11/20/2023 12:55:14 PM",,"13092",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9104","9104","1773568","1773568","124024","124024","2064384","2064384","9965568","9965568","2203424886784","106663936","True","Normal","1773568","1773568","svchost","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203419119616","100896768","False",,,,"9203712","9203712",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0625000","00:00:00.1093750","00:00:00.0468750","0","","True",,
"svchost","0","523","2203516051456","35373056","12632064","18680",,,,,,,,,,"Process",,,"13",,,,,"17260",".",,,,"18680","18680","12632064","12632064","248296","248296","38244352","38244352","57393152","57393152","2203655925760","337702912",,,"12632064","12632064","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","523","2203516051456","197828608","False",,,,"35373056","35373056",,,,,,"0","","True",,
"svchost","0","151","2203396300800","8478720","1970176","10480",,,,,,,,,,"Process",,,"8",,,,,"17384",".",,,,"10480","10480","1970176","1970176","83296","83296","2486272","2486272","9240576","9240576","2203409457152","91234304",,,"1970176","1970176","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","151","2203396300800","78077952","False",,,,"8478720","8478720",,,,,,"0","","True",,
"svchost","1","286","2203465084928","17563648","4059136","15224","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s NPSMSvc",,"Microsoft Corporation","12.359375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3108","8",,"False","11/20/2023 12:51:32 PM",,"19440",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15224","15224","4059136","4059136","213496","213496","5853184","5853184","19304448","19304448","2203496710144","178487296","True","Normal","4059136","4059136","svchost","255","1",,"System.Diagnostics.ProcessThreadCollection","286","2203465084928","146862080","False",,,,"17563648","17563648",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:06.1875000","00:00:12.3593750","00:00:06.1718750","0","","True",,
"svchost","0","196","2203391528960","7315456","1671168","12440",,,,,,,,,,"Process",,,"8",,,,,"21160",".",,,,"12440","12440","1671168","1671168","72176","72176","1937408","1937408","8216576","8216576","2203395710976","77488128",,,"1671168","1671168","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","196","2203391528960","73306112","False",,,,"7315456","7315456",,,,,,"0","","True",,
"svchost","1","167","2203435147264","12693504","2760704","11960","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService",,"Microsoft Corporation","0.125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3640","8",,"False","11/22/2023 1:01:29 PM",,"21204",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11960","11960","2760704","2760704","162192","162192","3153920","3153920","13561856","13561856","2203440918528","122695680","True","Normal","2760704","2760704","svchost","255","1",,"System.Diagnostics.ProcessThreadCollection","167","2203435147264","116924416","False",,,,"12693504","12693504",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0781250","00:00:00.1250000","00:00:00.0468750","1575522","","True",,
"svchost","0","196","2203414650880","9502720","2306048","11680",,,,,,,,,,"Process",,,"8",,,,,"22644",".",,,,"11680","11680","2306048","2306048","111216","111216","2445312","2445312","10432512","10432512","2203421855744","103632896",,,"2306048","2306048","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","196","2203414650880","96428032","False",,,,"9502720","9502720",,,,,,"0","","True",,
"svchost","1","417","2203746643968","20611072","5464064","26008","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup",,"Microsoft Corporation","1.40625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4364","8",,"False","11/20/2023 12:52:08 PM",,"22896",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26008","26008","5464064","5464064","206856","206856","8462336","8462336","22654976","22654976","2203753492480","435269632","True","Normal","5464064","5464064","svchost","255","1",,"System.Diagnostics.ProcessThreadCollection","417","2203746643968","428421120","False",,,,"20611072","20611072",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.5937500","00:00:01.4062500","00:00:00.8125000","0","","True",,
"svchost","1","137","2203418894336","9211904","1761280","9104","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k PrintWorkflow -s PrintWorkflowUserSvc",,"Microsoft Corporation","0.078125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","600","8",,"False","11/22/2023 6:20:33 PM",,"25676",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9104","9104","1761280","1761280","125488","125488","1982464","1982464","9957376","9957376","2203424673792","106450944","True","Normal","1761280","1761280","svchost","255","1",,"System.Diagnostics.ProcessThreadCollection","137","2203418894336","100671488","False",,,,"9211904","9211904",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0625000","00:00:00.0781250","00:00:00.0156250","0","","True",,
"svchost","0","170","2203398451200","7385088","2043904","9848",,,,,,,,,,"Process",,,"8",,,,,"27536",".",,,,"9848","9848","2043904","2043904","73080","73080","2170880","2170880","7905280","7905280","2203405791232","87568384",,,"2043904","2043904","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","170","2203398451200","80228352","False",,,,"7385088","7385088",,,,,,"0","","True",,
"System","0","6407","29229056","24125440","102400","272",,,,,,,,,,"Process",,,"8",,,,,"4",".",,,,"272","272","102400","102400","0","0","151552","151552","38068224","38068224","54722560","54722560",,,"102400","102400","System",,"0",,"System.Diagnostics.ProcessThreadCollection","6407","29229056","29229056","False",,,,"24125440","24125440",,,,,,"0","","True",,
"SystemSettings","1","1483","2217118359552","2727936","167170048","77976","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","""C:\Windows\ImmersiveControlPanel\SystemSettings.exe"" -ServerName:microsoft.windows.immersivecontrolpanel",,"Microsoft Corporation","0.84375","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Settings","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5620","8",,"False","11/20/2023 12:55:13 PM",,"11124",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","77976","77976","167170048","167170048","1880912","1880912","171905024","171905024","221597696","221597696","2217175199744","972075008","True","Normal","167170048","167170048","SystemSettings","255","1",,"System.Diagnostics.ProcessThreadCollection","1483","2217118359552","915234816","False",,,,"2727936","2727936",,"System.Diagnostics.ProcessModule (SystemSettings.exe)","00:00:00.2968750","00:00:00.8437500","00:00:00.5468750","656974","Settings","False",,
"SystemSettingsBroker","1","2671","2203530805248","32759808","9281536","27120","C:\Windows\System32\SystemSettingsBroker.exe","C:\Windows\System32\SystemSettingsBroker.exe -Embedding",,"Microsoft Corporation","16.296875","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","System Settings Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5264","8",,"False","11/20/2023 11:23:00 PM",,"4076",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27120","27120","9281536","9281536","381688","381688","9723904","9723904","35106816","35106816","2203545038848","226816000","True","Normal","9281536","9281536","SystemSettingsBroker","255","1",,"System.Diagnostics.ProcessThreadCollection","2671","2203530805248","212582400","False",,,,"32759808","32759808",,"System.Diagnostics.ProcessModule (SystemSettingsBroker.exe)","00:00:09.6250000","00:00:16.2968750","00:00:06.6718750","0","","True",,
